DoB_month,DoB_day,DoB_year,Age,Name,College,Sex,Eye_Colour,Hair_Colour,Head_length,Face_breadth,Face_iobreadth
10,19,1877,22,Daniel Poole,Trinity,Male,dark,dark,21.082,15.748000000000001,6.096
9,16,1883,23,Charles Holt,Magdalene,Male,light,red,19.812,15.494,6.35
1,29,1870,21,Hayden Wilson,Trinity,Male,medium,red,19.558,15.494,6.35
8,5,1887,24,Benjamin Garcia,St John's,Male,dark,red,18.796000000000003,14.986,6.604
2,19,1886,21,Marcus Walker,Emmanuel,Male,medium,fair,18.034,14.732,6.096
8,22,1875,21,Sean Johnson,Emmanuel,Male,medium,fair,19.812,14.986,6.35
6,26,1871,22,William Lewis,St John's,Male,light,fair,20.32,14.478000000000002,6.096
3,17,1872,24,Brian Tran,King's,Male,dark,brown,19.558,15.748000000000001,6.096
7,21,1871,18,Bruce Jackson,St Edmund's,Male,light,dark,19.812,14.223999999999998,5.842
1,3,1892,21,Julia Pittman,Girton,Female,light,brown,19.05,14.223999999999998,6.096
8,31,1893,23,Tyler Lloyd,Peterhouse,Male,dark,jet-black,20.32,14.478000000000002,6.35
1,18,1873,19,Christopher Vasquez,St John's,Male,light,jet-black,20.066000000000003,15.494,5.842
6,28,1874,28,Jose Stevens,Fitzwilliam,Male,light,red,20.066000000000003,15.748000000000001,7.111999999999999
1,24,1871,23,Cameron Williams,Clare,Male,medium,fair,19.558,14.478000000000002,5.588000000000001
8,10,1888,20,Andrew Dillon,Magdalene,Male,light,brown,21.336000000000002,14.986,6.604
7,2,1866,30,Jason Bowen,Trinity,Male,dark,red,20.066000000000003,14.732,6.096
11,7,1896,24,Michael Woods,King's,Male,dark,dark,20.32,14.986,6.096
8,10,1889,18,Matthew Griffith,King's,Male,light,red,19.304,15.24,5.842
8,30,1884,27,David Conrad,St John's,Male,light,fair,19.812,14.478000000000002,6.35
10,29,1889,18,Tyler Stout,Trinity,Male,dark,red,19.812,14.732,6.096
2,13,1897,18,Christopher Graham,Corpus Christi,Male,medium,dark,19.304,14.986,6.096
8,21,1896,23,Anthony Harvey,Christ's,Male,medium,fair,20.066000000000003,15.24,5.588000000000001
1,31,1875,18,Benjamin Thomas,St Catharine's,Male,light,brown,20.573999999999998,15.748000000000001,6.096
3,3,1894,22,David Ayers,Downing,Male,dark,brown,19.812,16.256,6.604
11,7,1891,19,Samuel Cook,Gonville & Caius,Male,medium,brown,20.32,14.986,6.604
5,10,1878,22,Jeffery Edwards,Downing,Male,medium,fair,19.812,14.986,6.604
6,23,1889,22,Raymond Zimmerman,King's,Male,light,jet-black,20.066000000000003,15.494,7.111999999999999
9,18,1880,19,Eric White,King's,Male,medium,brown,19.812,15.494,5.588000000000001
9,15,1897,19,Gerald Andersen,Fitzwilliam,Male,dark,dark,20.32,14.223999999999998,5.842
4,9,1898,18,Craig Sutton,Christ's,Male,light,red,20.828,16.002,6.35
10,10,1892,20,Jeffrey Chen,Queen's,Male,dark,dark,19.812,14.732,5.588000000000001
3,8,1882,26,Alexis Miller,King's,Male,medium,fair,19.812,16.51,6.35
10,7,1902,18,Steven Reilly,Trinity Hall,Male,medium,red,20.32,15.24,6.096
7,22,1900,20,Jordan Mclaughlin,Christ's,Male,medium,brown,20.573999999999998,15.494,6.096
3,20,1877,30,Craig Andrews,St Edmund's,Male,dark,brown,20.32,15.748000000000001,6.096
1,15,1891,20,Mario King,Selwyn,Male,dark,jet-black,19.812,15.748000000000001,5.588000000000001
3,16,1879,21,Dustin Martinez,Queen's,Male,medium,brown,21.082,14.478000000000002,5.842
4,7,1883,21,Scott Torres,Fitzwilliam,Male,medium,red,19.558,15.24,6.096
2,28,1868,23,James Howard,Christ's,Male,dark,dark,19.05,14.732,6.35
6,11,1891,24,Brad Wilson,Pembroke,Male,light,dark,21.082,16.002,6.35
8,8,1886,23,Theodore Soto,Corpus Christi,Male,dark,brown,19.558,15.24,6.8580000000000005
5,3,1891,20,Keith Lee,Pembroke,Male,dark,fair,20.066000000000003,14.732,6.604
12,7,1880,19,John Little,Clare,Male,dark,dark,19.558,15.748000000000001,5.588000000000001
11,27,1877,19,Robert Baker,Fitzwilliam,Male,dark,jet-black,21.336000000000002,14.986,6.604
8,30,1879,20,Seth Mcneil,St Catharine's,Male,medium,jet-black,20.066000000000003,14.986,5.842
10,26,1891,28,Benjamin Espinoza,Pembroke,Male,dark,jet-black,20.066000000000003,15.494,5.588000000000001
6,17,1899,21,Trevor Holmes,St John's,Male,medium,fair,20.066000000000003,14.732,5.588000000000001
3,14,1879,21,Dylan Simmons,Gonville & Caius,Male,medium,fair,19.812,15.24,6.35
7,6,1871,20,Brian Gonzalez,Corpus Christi,Male,medium,fair,19.304,14.478000000000002,6.35
9,11,1895,20,Elijah Hall,Christ's,Male,dark,brown,18.796000000000003,14.986,5.842
2,18,1891,22,Devin Lewis,Downing,Male,dark,red,19.558,16.002,6.096
10,25,1885,23,Sean Bailey,King's,Male,dark,jet-black,20.066000000000003,14.986,5.842
11,18,1895,18,Jeffrey Coffey,St John's,Male,medium,fair,19.558,15.494,5.842
11,26,1870,29,Donald Kelley,Emmanuel,Male,medium,brown,19.304,15.24,5.3340000000000005
10,16,1886,21,Christopher Parker,Gonville & Caius,Male,dark,jet-black,19.558,14.986,6.096
2,17,1872,19,Jack Hayes,St John's,Male,medium,brown,19.304,14.732,5.842
7,19,1880,30,Dean Roberts,Christ's,Male,dark,fair,20.32,15.24,6.096
9,2,1891,18,Andrew Leon,Clare,Male,medium,dark,19.812,15.494,6.096
2,21,1882,20,Brendan Martinez,Christ's,Male,dark,jet-black,19.812,15.748000000000001,6.096
5,29,1881,18,Jeremy Rios,Jesus,Male,dark,dark,19.304,15.24,5.842
1,20,1875,22,Jackson Alexander,Selwyn,Male,dark,jet-black,20.066000000000003,15.24,6.604
4,13,1895,23,Michael Johnson,Gonville & Caius,Male,medium,red,19.812,14.223999999999998,5.588000000000001
5,14,1896,21,James Bartlett,Trinity,Male,dark,fair,19.05,14.732,6.35
5,6,1868,29,Timothy Gillespie,Gonville & Caius,Male,dark,dark,19.304,16.002,6.604
2,28,1899,19,Jason Schultz,Emmanuel,Male,medium,dark,20.32,14.223999999999998,5.842
7,28,1881,21,David Gaines,Gonville & Caius,Male,dark,dark,20.066000000000003,13.97,6.096
12,15,1886,24,William Ingram,St John's,Male,dark,dark,19.304,15.748000000000001,6.35
3,17,1885,22,Robert Brown,Trinity,Male,medium,dark,19.812,15.748000000000001,5.842
6,29,1861,28,Kenneth Chapman,Clare,Male,medium,jet-black,19.812,14.732,5.842
12,21,1887,19,Maxwell Harris,Christ's,Male,dark,jet-black,19.05,15.494,6.096
7,11,1890,22,Jeffrey Tapia,Jesus,Male,medium,brown,20.066000000000003,15.24,6.096
7,11,1875,30,Brandon Thomas,St Edmund's,Male,dark,brown,19.304,15.494,6.604
12,17,1875,29,Nathan Bright,Pembroke,Male,dark,brown,20.066000000000003,15.494,6.35
2,14,1869,22,Joseph Cruz,Sidney Sussex,Male,dark,fair,20.573999999999998,15.494,6.096
6,10,1887,20,David Johnson,Trinity Hall,Male,dark,jet-black,20.32,15.24,6.8580000000000005
7,21,1889,29,John Wilson,Queen's,Male,dark,red,18.796000000000003,14.223999999999998,5.842
7,5,1885,26,Trevor Sawyer,Clare,Male,dark,red,19.558,15.494,6.35
1,14,1893,18,Kevin Carter,Trinity,Male,dark,fair,20.32,14.986,5.842
1,17,1896,23,Robert Richardson,Gonville & Caius,Male,dark,dark,19.05,14.986,6.096
4,11,1882,20,Ryan Davis,Clare,Male,light,fair,20.32,16.51,6.35
8,3,1879,21,Alex Lawson,Emmanuel,Male,light,fair,19.812,14.986,6.35
2,15,1871,21,Jeffrey Ochoa,Pembroke,Male,medium,brown,20.066000000000003,15.24,6.096
5,9,1893,26,William Fields,Selwyn,Male,dark,dark,20.32,15.494,6.096
3,28,1902,18,John Alvarado,Fitzwilliam,Male,dark,brown,19.558,14.223999999999998,5.842
4,21,1870,23,Omar Schmidt,Jesus,Male,dark,brown,20.066000000000003,15.24,5.842
8,31,1870,19,Sean Norris,Selwyn,Male,dark,jet-black,20.066000000000003,14.732,6.096
7,27,1892,18,Jonathan Vasquez,Trinity Hall,Male,medium,brown,20.828,14.986,5.3340000000000005
12,1,1885,24,Gary White,King's,Male,light,fair,19.812,14.986,5.842
10,29,1889,19,Jared Bennett,Jesus,Male,dark,jet-black,20.828,14.986,5.842
3,21,1886,20,Austin Martinez,Trinity,Male,medium,red,19.304,14.986,5.842
6,11,1882,23,Micheal Curry,Corpus Christi,Male,dark,brown,20.32,14.986,5.842
11,26,1892,27,Tyler Dyer,Downing,Male,dark,brown,20.573999999999998,15.24,5.842
10,14,1879,22,Christopher Kelley,Downing,Male,dark,red,19.812,14.986,6.096
1,7,1888,20,Richard Turner,Emmanuel,Male,dark,jet-black,19.558,14.478000000000002,5.842
11,23,1899,21,Jose Miles,Selwyn,Male,dark,fair,20.066000000000003,14.732,5.842
3,10,1879,19,Jesse Doyle,Fitzwilliam,Male,light,jet-black,19.558,15.24,5.842
1,6,1881,19,Joseph Long,Magdalene,Male,dark,brown,19.304,15.24,6.604
5,6,1876,22,Marcus Chang,Gonville & Caius,Male,dark,dark,19.304,15.24,6.604
7,7,1897,19,Gavin Buckley,St Catharine's,Male,light,dark,19.812,14.732,6.096
7,4,1869,27,Shawn Phillips,Christ's,Male,medium,brown,19.558,14.223999999999998,5.842
7,10,1869,22,Leonard Gentry,King's,Male,light,fair,20.066000000000003,14.986,6.604
7,9,1886,22,Scott Contreras,Fitzwilliam,Male,medium,brown,19.304,16.256,5.842
2,1,1884,20,Ricardo Dixon,St Edmund's,Male,dark,brown,19.304,15.24,6.35
11,23,1859,30,Michael West,Trinity Hall,Male,light,fair,19.304,15.494,5.588000000000001
1,27,1894,22,Alexander Jackson,Sidney Sussex,Male,medium,fair,19.558,14.478000000000002,6.35
6,14,1888,19,Tyler Floyd,Magdalene,Male,dark,fair,20.32,15.748000000000001,5.842
6,30,1871,21,David Jones,St Edmund's,Male,dark,brown,19.812,13.97,5.588000000000001
11,4,1883,23,John Dixon,Fitzwilliam,Male,dark,brown,20.066000000000003,16.51,6.604
3,14,1883,22,Ricardo Wilson,Fitzwilliam,Male,dark,fair,20.32,15.24,6.096
11,11,1888,22,Jason Estrada,Emmanuel,Male,light,jet-black,20.32,14.732,6.8580000000000005
11,13,1894,21,Gene Bradley,Downing,Male,medium,jet-black,19.812,15.24,6.096
12,8,1891,21,Mark Johnson,St John's,Male,light,brown,20.066000000000003,14.986,6.604
6,5,1873,22,Gregory Bartlett,Emmanuel,Male,dark,dark,18.796000000000003,15.748000000000001,6.8580000000000005
8,26,1862,30,Eduardo Martin,St Edmund's,Male,light,fair,19.558,16.51,6.604
6,23,1893,21,Joe Rodriguez,St Catharine's,Male,medium,jet-black,20.828,15.24,5.842
6,27,1878,20,Anthony Watson,Magdalene,Male,light,fair,21.082,15.748000000000001,5.842
8,2,1894,25,Nicholas Yates,St Edmund's,Male,light,red,19.558,14.986,5.588000000000001
5,16,1888,22,Todd Gilbert,Queen's,Male,medium,fair,18.541999999999998,14.732,6.604
2,15,1871,24,John Wells,Emmanuel,Male,medium,dark,19.812,14.986,6.35
2,9,1888,24,Brandon Winters,Trinity Hall,Male,medium,jet-black,18.796000000000003,15.494,5.588000000000001
4,2,1880,19,Christopher Barrera,Jesus,Male,dark,jet-black,20.32,14.223999999999998,6.096
6,7,1863,28,Alejandro Fitzgerald,St Edmund's,Male,medium,brown,20.32,14.986,5.588000000000001
5,1,1873,18,Christopher Harris,Selwyn,Male,medium,brown,19.304,17.018,5.842
5,1,1874,28,Alexander Navarro,Christ's,Male,dark,brown,20.066000000000003,14.732,6.604
4,23,1881,22,Derrick James,Emmanuel,Male,medium,fair,20.573999999999998,16.002,6.35
11,15,1878,19,Daryl Hernandez,King's,Male,light,fair,20.573999999999998,15.494,6.096
2,4,1871,24,Mark Robinson,Emmanuel,Male,dark,dark,19.558,15.748000000000001,5.842
8,11,1887,24,Ricky Dorsey,Peterhouse,Male,dark,brown,19.304,16.256,5.842
3,22,1895,22,Shaun Lynch,Magdalene,Male,dark,brown,19.812,16.256,5.842
3,14,1890,20,Christopher Smith,Gonville & Caius,Male,dark,dark,19.304,15.24,6.35
1,2,1886,23,Samuel Patton,Trinity Hall,Male,dark,fair,19.558,15.748000000000001,6.8580000000000005
2,14,1873,22,Scott Hernandez,Trinity,Male,medium,brown,19.05,14.986,6.604
6,5,1897,23,Ryan Sanders,Trinity,Male,dark,fair,20.32,14.478000000000002,5.588000000000001
6,15,1887,24,Kyle Stewart,Pembroke,Male,medium,red,19.812,15.24,6.604
1,4,1885,23,Tyler Mcintyre,Jesus,Male,dark,brown,19.558,14.986,6.604
1,4,1878,22,Anthony Williams,Queen's,Male,medium,jet-black,18.796000000000003,15.24,6.096
11,30,1883,22,Trevor Mitchell,Trinity,Male,light,fair,20.066000000000003,16.002,6.35
3,26,1874,19,Gabriel Floyd,St Catharine's,Male,medium,dark,19.812,15.24,6.35
8,28,1874,21,Eric Krueger,St Catharine's,Male,dark,dark,20.066000000000003,16.002,6.096
7,19,1900,19,Daniel Cruz,Corpus Christi,Male,medium,jet-black,19.558,15.748000000000001,5.588000000000001
11,1,1889,20,Peter Bailey,Gonville & Caius,Male,light,brown,19.812,15.494,6.35
9,4,1874,24,Thomas Smith,St John's,Male,light,jet-black,19.812,16.51,6.604
2,10,1866,24,Michael Flynn,Queen's,Male,dark,jet-black,19.812,15.24,6.096
4,6,1897,23,Paul James,Pembroke,Male,dark,fair,19.304,14.478000000000002,5.588000000000001
5,16,1899,21,Sean Flynn,Queen's,Male,dark,dark,19.558,14.732,5.588000000000001
7,23,1881,24,Jason Ross,Christ's,Male,dark,brown,20.066000000000003,15.24,5.588000000000001
9,15,1889,18,Ryan Solomon,Jesus,Male,medium,jet-black,19.812,15.24,6.096
12,24,1884,24,David Blankenship,Trinity,Male,dark,dark,20.32,14.986,7.366
12,29,1872,19,Sergio Clark,Downing,Male,medium,brown,19.558,14.732,5.3340000000000005
3,26,1882,24,Cory Ruiz,Trinity,Male,light,brown,21.336000000000002,14.986,6.604
7,31,1895,21,Jeremiah Owens,Corpus Christi,Male,medium,fair,20.066000000000003,15.24,6.096
1,13,1880,18,George Paul,St John's,Male,light,brown,21.082,15.748000000000001,6.35
10,1,1887,19,Dustin Gordon,St Catharine's,Male,dark,fair,20.32,14.986,6.096
2,7,1891,19,Carlos Wheeler,Pembroke,Male,medium,fair,19.812,15.494,6.096
1,6,1897,20,Mark Webb,King's,Male,light,fair,21.336000000000002,15.748000000000001,6.35
4,8,1872,22,Matthew Walker,King's,Male,medium,fair,20.32,14.732,6.35
6,27,1880,19,Brendan Rivera,Trinity,Male,dark,brown,20.066000000000003,15.24,6.35
8,18,1877,30,Robert Lowe,Queen's,Male,medium,dark,19.558,14.986,5.842
8,22,1875,18,Ian Ferguson,Trinity,Male,dark,brown,19.812,15.494,5.842
10,7,1872,29,Dale Brandt,St Edmund's,Male,medium,fair,20.32,14.986,5.842
9,24,1895,23,Jason Gardner,Downing,Male,medium,brown,20.066000000000003,15.24,6.35
6,14,1873,21,Jermaine Myers,Gonville & Caius,Male,medium,dark,19.304,16.002,7.111999999999999
2,10,1889,22,Grant Juarez,St Catharine's,Male,dark,jet-black,19.558,15.24,6.604
5,14,1879,24,Matthew Taylor,Trinity,Male,dark,dark,19.558,15.494,5.842
11,13,1885,20,Joseph Park,Peterhouse,Male,dark,brown,19.812,15.494,5.842
11,22,1891,19,Scott Stephens,Trinity Hall,Male,dark,fair,19.558,15.494,5.842
6,14,1881,18,Justin Sutton,Magdalene,Male,medium,dark,20.573999999999998,15.748000000000001,5.842
9,1,1892,24,Eric Dyer,St John's,Male,medium,fair,19.558,14.986,5.588000000000001
9,14,1881,24,Christopher Newman,Downing,Male,medium,fair,20.32,14.478000000000002,6.096
1,24,1875,21,Steven Owens,Queen's,Male,dark,red,19.304,15.24,6.35
4,13,1890,23,Richard Miller,Queen's,Male,dark,red,19.304,14.478000000000002,6.35
5,3,1891,18,Anthony Thompson,Jesus,Male,medium,jet-black,19.812,14.732,5.842
1,3,1872,20,Adam Anderson,Gonville & Caius,Male,dark,jet-black,19.304,14.732,6.8580000000000005
1,26,1864,29,Thomas Hess,Pembroke,Male,dark,brown,20.32,14.986,6.096
7,10,1894,23,Alec Perkins,Peterhouse,Male,medium,jet-black,19.558,15.24,6.096
1,21,1881,19,Rodney Walker,Trinity Hall,Male,light,fair,19.812,14.986,6.35
11,29,1901,18,Henry Sims,Sidney Sussex,Male,medium,fair,19.558,15.494,5.842
3,1,1876,21,David Wade,Clare,Male,dark,dark,19.812,14.986,5.588000000000001
4,9,1897,20,Edward Thompson,Trinity,Male,medium,fair,19.812,14.986,5.842
3,9,1892,22,Malik Carrillo,Pembroke,Male,dark,fair,20.573999999999998,15.748000000000001,6.35
3,28,1898,18,Barry Martinez,Downing,Male,dark,dark,19.558,14.478000000000002,6.35
6,27,1888,21,Andrew Gordon,Jesus,Male,light,jet-black,19.304,16.002,5.842
8,31,1875,28,Jonathan Wallace,Trinity,Male,dark,fair,20.066000000000003,15.494,6.096
11,30,1874,22,James Hudson,Selwyn,Male,dark,fair,19.304,16.002,6.096
12,19,1871,20,Mike Curtis,Trinity,Male,medium,fair,19.812,14.986,6.096
6,17,1875,23,Matthew Small,St John's,Male,dark,fair,19.812,15.748000000000001,6.604
1,11,1867,24,Antonio Larsen,St John's,Male,medium,jet-black,19.558,14.732,5.588000000000001
11,6,1894,24,Taylor Gardner,Downing,Male,medium,dark,19.558,14.732,6.35
5,3,1876,23,Matthew Wilkins,Pembroke,Male,dark,fair,20.066000000000003,15.24,6.096
9,24,1874,23,Jeffrey Clark,Sidney Sussex,Male,medium,dark,20.066000000000003,15.748000000000001,5.842
2,23,1880,20,John Pham,Christ's,Male,dark,dark,19.812,15.748000000000001,6.8580000000000005
4,28,1875,22,Stanley Alexander,Corpus Christi,Male,dark,fair,19.812,14.986,5.842
12,7,1896,19,Jacob Fernandez,St Catharine's,Male,medium,fair,20.32,15.24,6.096
6,15,1886,18,Jason Underwood,Fitzwilliam,Male,dark,brown,19.05,14.732,6.096
10,12,1877,21,Anthony Sandoval,St Catharine's,Male,light,dark,19.812,14.986,6.604
8,2,1881,25,John Lee,Clare,Male,medium,fair,19.304,15.494,6.096
4,30,1891,23,Manuel Peterson,Selwyn,Male,dark,brown,20.32,15.24,5.842
4,15,1901,18,Eric Shepherd,Queen's,Male,dark,fair,19.558,14.986,6.8580000000000005
6,19,1898,21,James Cook,Fitzwilliam,Male,dark,dark,19.812,15.24,6.096
11,17,1865,26,Charles Martin,Clare,Male,dark,brown,19.812,14.986,6.096
7,9,1888,23,Glen Smith,Queen's,Male,dark,fair,20.066000000000003,15.24,6.35
8,17,1875,18,Timothy Perry,Trinity Hall,Male,light,fair,19.304,15.494,6.35
12,21,1887,23,Dennis Waters,Jesus,Male,dark,brown,21.082,16.002,6.096
9,8,1880,21,Lee Gray,Magdalene,Male,dark,fair,20.828,15.494,5.842
7,9,1890,22,Patrick Johnson,Trinity,Male,dark,fair,19.05,14.986,6.604
1,1,1894,26,Aaron Fuller,Trinity Hall,Male,dark,dark,19.812,15.494,6.35
2,25,1900,18,Donald Anthony,Fitzwilliam,Male,dark,jet-black,20.32,14.986,6.096
8,31,1888,22,Juan Young,St John's,Male,medium,red,20.32,14.478000000000002,6.35
10,12,1869,24,Eric Daniels,Trinity,Male,light,jet-black,19.558,14.986,6.35
9,6,1884,18,Randall Cole,Jesus,Male,medium,fair,18.796000000000003,14.732,6.35
10,16,1881,30,Christopher Shaffer,St Catharine's,Male,light,dark,19.558,15.24,6.604
9,23,1896,22,Stephen Williamson,Selwyn,Male,light,red,20.32,15.24,5.842
10,22,1886,24,Jordan Perkins,Queen's,Male,medium,dark,20.573999999999998,14.478000000000002,6.604
6,21,1877,18,Miguel Lawson,Pembroke,Male,dark,jet-black,20.828,15.494,6.096
1,6,1887,19,Robert Jimenez,Magdalene,Male,medium,red,19.812,14.986,6.35
3,4,1880,23,James Dean,Selwyn,Male,dark,jet-black,19.812,15.494,6.35
5,1,1890,28,David Lewis,St John's,Male,dark,dark,19.812,15.494,5.588000000000001
1,19,1892,24,Thomas Bush,St Edmund's,Male,medium,fair,19.05,15.494,5.08
11,11,1879,20,Kenneth May,Clare,Male,medium,fair,18.796000000000003,14.986,6.8580000000000005
11,11,1896,22,Todd Davis,Queen's,Male,dark,jet-black,19.812,15.24,6.604
12,12,1895,24,Alan Acosta,Downing,Male,medium,jet-black,20.32,14.732,5.588000000000001
8,25,1897,22,Robert Woods,Downing,Male,medium,fair,19.558,14.986,6.096
9,9,1881,19,Kevin Smith,St John's,Male,medium,dark,20.32,14.478000000000002,5.08
11,1,1893,24,Jacob Turner,St Edmund's,Male,dark,dark,19.304,15.24,5.588000000000001
8,22,1892,23,Jeremy King,King's,Male,dark,brown,19.304,15.24,6.35
4,8,1870,22,Shawn Solis,Trinity,Male,dark,fair,20.573999999999998,15.748000000000001,6.35
1,9,1868,21,Dustin Andrade,Emmanuel,Male,medium,fair,20.32,15.24,6.096
6,4,1894,19,Nicholas Phelps,Magdalene,Male,medium,jet-black,20.066000000000003,14.478000000000002,6.096
7,7,1887,18,Samuel Joseph,Sidney Sussex,Male,medium,jet-black,21.082,14.732,5.842
5,14,1892,21,Benjamin Miles,Corpus Christi,Male,dark,red,19.304,14.986,6.096
11,24,1876,27,Joel Mendoza,Emmanuel,Male,medium,fair,20.828,14.478000000000002,6.35
7,2,1868,24,Terry Scott,King's,Male,light,fair,19.812,14.986,6.096
3,1,1884,24,David Johnson,Emmanuel,Male,dark,jet-black,19.304,14.986,6.35
1,23,1876,24,Brandon Hopkins,Magdalene,Male,light,fair,19.812,15.494,6.35
8,14,1897,21,Neil Lopez,Trinity,Male,dark,dark,19.05,14.986,6.096
2,9,1877,19,Howard Ramos,Jesus,Male,dark,fair,20.32,15.24,6.096
8,1,1891,22,Ronald Rodriguez,Trinity,Male,medium,red,19.558,15.24,6.096
4,7,1882,21,Joseph Campbell,Christ's,Male,dark,dark,20.066000000000003,15.748000000000001,6.35
11,3,1882,21,Philip Mendoza,Fitzwilliam,Male,dark,brown,19.558,15.748000000000001,6.604
4,2,1886,24,Steven Woodard,Queen's,Male,dark,brown,19.812,15.24,6.35
1,23,1867,24,Jimmy Wells,Queen's,Male,medium,jet-black,19.558,15.24,6.604
9,8,1870,23,Alexander Hooper,St Edmund's,Male,light,red,19.558,15.24,5.842
11,24,1887,22,Nicholas Burke,Queen's,Male,light,jet-black,20.573999999999998,15.24,6.096
7,10,1869,20,James Bell,Downing,Male,dark,fair,20.32,14.986,6.096
11,3,1884,20,Kenneth Clark,Fitzwilliam,Male,medium,fair,19.304,15.24,6.096
7,25,1885,22,Peter Hawkins,St Catharine's,Male,dark,jet-black,19.05,14.986,5.842
8,16,1890,24,Eric Brooks,Fitzwilliam,Male,dark,dark,20.066000000000003,14.732,6.8580000000000005
6,25,1891,23,Keith Thompson,Trinity,Male,dark,brown,20.828,15.494,6.35
1,7,1886,24,John Rasmussen,Clare,Male,dark,dark,19.304,14.478000000000002,5.588000000000001
5,26,1884,22,Howard Bass,Gonville & Caius,Male,dark,jet-black,19.812,14.478000000000002,6.096
12,5,1877,19,Kevin Duffy,Trinity,Male,dark,brown,20.32,15.748000000000001,6.35
8,29,1891,21,Billy Lee,Corpus Christi,Male,medium,dark,20.573999999999998,15.748000000000001,6.35
8,7,1873,24,Kyle Porter,Pembroke,Male,dark,jet-black,19.812,14.732,6.35
6,20,1890,22,Joseph Salinas,Emmanuel,Male,light,jet-black,19.304,16.002,5.842
10,26,1880,20,Kenneth Brown,Trinity,Male,dark,jet-black,19.558,15.748000000000001,6.8580000000000005
10,16,1875,18,Nicolas Young,Jesus,Male,medium,brown,19.558,14.732,5.842
10,31,1866,24,Christopher Gordon,Emmanuel,Male,light,red,19.558,16.002,6.096
8,14,1876,26,James Holmes,Clare,Male,dark,fair,19.812,14.732,6.604
11,8,1890,20,Jesse Roberts,Selwyn,Male,medium,jet-black,19.558,14.986,6.35
6,3,1891,23,Kyle Johnson,Downing,Male,light,fair,19.558,14.986,6.096
2,25,1867,28,Joseph Anderson,Sidney Sussex,Male,medium,dark,20.32,15.494,6.604
2,7,1881,24,Robert Wong,Fitzwilliam,Male,dark,brown,20.828,14.986,6.604
9,11,1862,29,Christopher Carter,Queen's,Male,light,brown,19.558,15.494,5.842
9,3,1881,21,Benjamin Taylor,Downing,Male,medium,brown,20.32,15.494,6.8580000000000005
5,30,1885,22,Derek Price,Pembroke,Male,dark,dark,19.558,14.986,6.096
9,26,1893,21,Kenneth Edwards,Sidney Sussex,Male,dark,dark,19.558,14.478000000000002,6.604
5,6,1890,22,Tony Rivera,Christ's,Male,medium,jet-black,20.32,15.24,6.35
6,22,1876,22,Jason Peters,Downing,Male,dark,dark,19.812,16.256,6.096
4,1,1871,22,David Johnson,St Edmund's,Male,dark,fair,19.812,15.748000000000001,6.604
7,5,1892,27,Nathan Reynolds,Corpus Christi,Male,dark,red,19.558,15.24,5.588000000000001
9,15,1890,20,Brandon Harrison,King's,Male,dark,red,20.066000000000003,15.24,6.096
8,10,1877,20,Charles Hernandez,St John's,Male,dark,fair,19.812,15.494,6.096
2,15,1886,28,Shawn Coleman,Fitzwilliam,Male,medium,brown,19.812,15.748000000000001,6.35
3,17,1869,23,Brandon Garcia,St John's,Male,medium,jet-black,20.066000000000003,15.494,6.096
6,17,1886,23,Brian Nguyen,Magdalene,Male,dark,dark,20.573999999999998,15.494,6.604
8,26,1888,18,Russell Lin,Queen's,Male,light,fair,19.05,14.986,6.096
7,6,1872,29,Richard Martin,Clare,Male,dark,jet-black,19.558,14.986,6.096
8,5,1892,20,Stanley Hart,St John's,Male,light,dark,19.558,15.24,6.35
5,27,1899,19,Joshua Hodge,Trinity Hall,Male,light,fair,20.32,14.732,6.096
8,15,1893,25,Justin Miller,Fitzwilliam,Male,dark,brown,20.32,16.256,6.096
5,28,1868,24,Christian Morrison,Emmanuel,Male,dark,fair,19.812,15.24,6.8580000000000005
7,26,1874,23,Andrew Bautista,Fitzwilliam,Male,dark,dark,20.32,14.986,6.096
11,5,1863,28,Darrell Powell,Pembroke,Male,medium,fair,19.558,14.223999999999998,6.604
6,22,1882,19,Joseph Jordan,Pembroke,Male,dark,jet-black,20.573999999999998,14.986,6.096
11,28,1895,24,Steven Haley,Magdalene,Male,medium,brown,19.812,14.986,6.604
6,6,1894,22,Donald Bush,Pembroke,Male,medium,fair,19.812,14.732,6.096
11,1,1894,19,Anthony Klein,Trinity Hall,Male,dark,fair,19.304,15.748000000000001,6.096
8,27,1892,20,Paul Miller,St John's,Male,light,red,20.066000000000003,14.986,5.842
12,24,1869,23,Alex Young,Jesus,Male,dark,brown,20.066000000000003,14.986,6.604
11,15,1874,27,Corey Barrera,Trinity,Male,medium,brown,19.558,15.24,6.096
4,10,1881,18,Jordan Greene,Sidney Sussex,Male,medium,fair,20.828,14.732,6.096
12,19,1871,24,Alexander Martinez,Corpus Christi,Male,dark,dark,19.558,15.24,6.096
10,26,1892,19,Jimmy Watkins,Pembroke,Male,light,jet-black,19.558,15.494,6.35
9,5,1886,19,Marcus Meyer,Christ's,Male,dark,dark,19.304,14.732,6.35
10,16,1884,18,Paul Berry,Jesus,Male,medium,brown,20.066000000000003,15.748000000000001,5.842
12,13,1886,25,Tyler Harris,St Catharine's,Male,medium,red,18.796000000000003,14.732,5.842
2,23,1894,19,Brian Morton,Trinity,Male,medium,brown,19.558,15.748000000000001,6.096
8,2,1893,22,Edwin Diaz,Trinity,Male,light,dark,20.066000000000003,14.732,6.35
